NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1281,16.01976324762646 71.75323752621753 -15.628272904872551,31,0,396.5719115862627,2
1307,30.099330364692342 76.56486344640643 -29.718940417535794,36,1,526.4456415208191,2
1340,25.332246454964928 74.50268123153576 -17.690315548919617,28,2,285.17842058162415,2
1346,35.309921290562244 77.9393952363041 -12.191494829502695,22,3,227.26618955932958,2
1422,2.9934684921152397 58.00576116653593 28.362054537454824,18,4,203.326501130968,2
1431,15.354713769598913 54.568955709574695 35.92285093337443,29,5,333.07835623849195,2
1456,24.99983612602356 26.387652197973736 30.42374479127529,60,6,749.7851209349102,2
1464,22.22832658624399 16.077138384536667 55.16826882288448,18,7,289.42707285712135,2
1473,24.999865537913255 20.201399688647765 40.04659175306394,28,8,434.23991301270877,2
1521,32.53841613033499 60.06807426289791 7.741499526111256,124,9,1695.6911667084235,2
1535,22.22810856180544 79.31394615308982 0.18085574551589456,37,10,647.3334977916427,2
1547,18.791407003959993 64.87944197931337 13.927729784352447,25,11,264.84957949364036,2
1563,33.20365472083426 47.69556351636724 27.67454163415103,45,12,624.1490866810185,2
1579,25.664980947951545 41.50939918011677 26.98714426681004,30,13,357.56762662842647,2
1584,25.66496671781414 54.56901569662134 31.798730356191196,18,14,238.35237132718956,2
1632,10.554506104844247 -20.352410480882522 49.66912025524877,70,15,906.9988818510675,2
1642,8.836065040515166 20.20123234225239 53.793636946634024,53,16,625.3361655045235,2
1654,3.680970111990404 5.079466696761292 57.91759547506779,40,17,617.7238084638204,2
1694,18.459069580572294 -33.43426686518472 53.10572499131617,51,18,860.9994719240035,2
1734,6.774126111199366 -44.409720139217065 52.41828730849911,62,19,820.0438518118193,2
1774,62.471417025342724 12.641439669219316 -42.45780258668079,68,20,895.1796883816941,3
1789,47.7265843078311 33.94936584382032 -50.661424112984186,83,21,1016.804448294565,3
1875,39.412008872084854 40.821998240758745 34.5479678156419,59,22,913.3006044627322,3
1894,57.26093715652936 33.261318871625356 20.11349384615155,32,23,367.44693986396226,3
1912,42.84865441688861 64.87960962717587 1.5553724230424326,58,24,888.5371360406824,3
1935,48.05924790899951 58.69335395837055 12.209234958520273,24,25,269.2194270488907,3
1942,40.077106284147554 49.07054882256262 0.8678679127494178,30,26,394.7330620150735,3
1949,39.4119617836393 18.139891886372276 -11.504754131386928,54,27,642.6495380969448,3
1985,48.72432973463429 73.81542481211673 -23.18917109613739,38,28,469.6973021975092,3
1996,48.0592036272014 60.755621046667386 -9.098614284000803,24,29,271.94685899418374,3
2045,69.34500221114548 -16.24958639422005 -28.688923237890815,50,30,720.3941571724312,3
2061,54.156842014437736 -40.972211808451306 -13.911103547219072,47,31,659.4327765662373,3
2145,58.03705401344914 1.6430946988200519 29.736083307904504,40,32,538.7754583762397,3
2166,39.4120936788832 -8.71157125057418 32.48541658099965,41,33,593.7784570529019,3
2177,47.28340037887866 -23.123795276487684 37.29671111994027,86,34,1163.6017551567936,3
2191,40.85335279000506 -16.915569061432574 46.23234565262072,39,35,478.12258697237496,3
2260,25.665066532892755 -0.4190428608910128 32.48552624697525,74,36,1063.260417240824,3
2274,65.5756221401554 22.95138645573248 -10.817403965595664,35,37,391.7797763774299,3
2283,52.49383950886803 12.640930286836342 6.366282522685848,49,38,804.1673556082171,3
