NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1259,-3.3492807241617157 85.55256133014664 -31.774531134154564,58,0,644.7266077992792,2
1329,3.018406201389653 98.28712864342421 7.100704691840515,47,1,569.8793160983485,2
1373,21.10496253676613 40.64455657721709 24.52676080685669,70,2,888.1932871042379,2
1385,29.537258220284112 56.06053609205936 29.88895784069875,43,3,593.4351679390824,2
1396,18.077651543229937 84.21179639066872 -1.6129367043095877,67,4,1076.4483947947463,2
1416,17.104788368983023 82.87111493712507 12.46253766421645,44,5,537.8710707058591,2
1478,1.6782567386125846 4.450512223797781 13.13206323238965,29,6,484.2034693959901,2
1531,-1.6726707024525207 -29.733233786089436 52.677124231855025,31,7,459.09468253873877,2
1551,7.04052964118417 -30.381521660938148 22.515311543523627,49,8,547.814428268151,2
1572,-0.3321631456702829 -45.192360956127445 41.95277177786382,50,9,753.8899892070458,2
1590,5.364993314392201 1.7690029534985663 58.03950166572438,72,10,1026.6903590499157,2
1598,-5.024225496913603 24.557992133637182 43.96432904758096,96,11,1203.9280472680325,2
1603,-2.6782944647882356 31.93080038911652 50.667003790863525,124,12,1712.2064778865135,2
1628,21.105223077310107 -0.8685713181610847 41.95310496096078,54,13,605.9833375518706,2
1654,38.18543445790627 39.974978567158146 -33.7860697498827,51,14,670.8325455422762,3
1790,52.56427239281649 -55.89444458892792 15.141873325443525,44,15,616.8805504100147,3
1817,41.213145091422014 -78.70496331464962 13.130921119160433,59,16,772.9149980437181,3
1847,16.7810632489082 -82.0563609483349 13.801304743664813,87,17,1122.6256783641682,3
1865,24.456615813121896 -63.24585826071248 21.174326679774445,48,18,652.9098496921823,3
1877,57.645154438860715 -64.54269213879599 -9.65791046090381,79,19,1020.3690154790453,3
1900,40.88868377970997 -75.3534466249266 -6.976872736457309,44,20,516.0712940108752,3
1928,65.64466151215893 13.16454794292861 -25.743400079661217,48,21,630.2027541936146,3
1953,71.37448496645713 -27.029523166485696 -21.052037816010447,36,22,443.27654090908453,3
1973,70.72576881408867 -13.624254730709376 -25.743718387485092,139,23,1910.6415799024749,3
1985,60.99599880408747 21.87800417479422 -33.116148439841616,99,24,1221.2083017930117,3
2020,39.59119061045491 41.98514622292128 24.526655243550167,67,25,1118.7679266987454,3
2036,28.45624258694907 33.27170425312029 25.196896576203702,39,26,454.2015460013434,3
2126,64.02346676923429 -8.976230116034849 24.525953986226824,82,27,1251.0676866717595,3
2137,52.23993436888677 -16.32762145965613 33.9096072199387,39,28,481.9017001003223,3
2169,28.132246395310816 -26.381713523811488 42.2879196409942,44,29,686.8362991443724,3
2176,35.9159664112187 -22.381836391650292 51.336434927954215,52,30,633.8444761265099,3
2198,39.267225232619595 -53.84058576127097 26.536420396729728,62,31,780.4326293026465,3
2221,31.4836387863535 -46.48955671238071 44.633595441927056,70,32,860.5073531291753,3
2327,35.91565350691031 39.974213661952284 37.261616447803426,84,33,1165.2910485115824,3
2330,50.29349074257863 31.261485622758958 -20.38102030164559,145,34,1947.9046746760243,3
2354,40.88848609312332 0.42918190225972735 4.083241772198772,76,35,1175.8931495461202,3
2376,37.86164846033688 -3.5709988780133815 25.196443135344566,73,36,954.7684200824074,3
2404,43.59136744387942 5.120637065746602 39.942239149838464,30,37,478.0469791631996,3
2432,25.1052449357515 -14.273828163100545 46.64476380645793,31,38,433.26184449094535,3
2456,43.590925099649226 64.77424849204438 4.419040413521912,52,39,649.1603243804603,3
2460,38.834181456174136 46.007114058236766 -13.67817752175231,62,40,830.110030543447,3
2488,-50.93763837508368 36.62332542996797 -31.104481877162076,149,41,1860.2576188220821,4
2545,-59.98602304191891 3.7804676264551498 -27.753469431583376,31,42,480.49578711749723,4
2636,-65.01269276197007 7.8015166010883945 19.164881755901423,76,43,1048.8669998208711,4
2655,-49.59666338949993 18.525648463511125 28.54854914569541,81,44,1053.2113850101737,4
2687,-45.910110556749395 5.120326051239397 39.2725594694501,50,45,642.9103348300295,4
2707,-41.88851302297221 -6.274086900072419 38.26702010085913,49,46,664.1770772472871,4
2754,-41.218176348620666 -44.435620438418596 28.54782413428783,45,47,808.5821924426364,4
2769,-38.872220799230426 -58.59756727066652 27.542268209501454,37,48,325.33169091459183,4
2810,-30.15887718174043 -11.679451808173111 45.304629905316126,68,49,917.0836809116081,4
2850,-29.823661594490535 -28.43601992435595 49.32601278142429,41,50,421.0239188263169,4
2856,-29.15347506434078 -24.327864695043278 39.942397045598966,61,51,1009.8612967310885,4
2905,-72.0504911597147 -39.13803265540651 -15.689148483775341,85,52,1066.2181907527697,4
2920,-44.23468580154418 -11.678966346304914 -4.9648597947099455,119,53,1553.2529140986308,4
2983,-48.591050263027995 -70.59729300709759 13.801850610686232,121,54,1761.3499605645854,4
3024,-33.51008307362567 -74.59731321629884 26.201539078037815,111,55,1519.4406012624358,4
3032,-57.64009420857735 18.526105389099172 -17.02914950773265,54,56,912.8993700564031,4
3066,-53.95354220616022 28.57978365092611 6.430070541593151,87,57,1129.0175373883594,4
3105,-51.60741134089782 21.87686848214036 35.921471258907054,76,58,1003.8288993751787,4
3115,-46.91594260163943 9.142588318254257 -26.412975173151903,109,59,1519.0538023860652,4
3131,-60.99144073871084 30.59079236793804 -17.028999262328465,131,60,1880.7871982420584,4
3189,-34.18087592256276 60.08199808815737 18.159846876574697,239,61,3245.389361998325,5
3275,-6.36449124102525 -30.381897750886683 53.34740764256,155,62,1931.5111545020106,5
3290,-14.072645161774249 -40.43553525067824 24.526125153529687,99,63,1544.0819641848568,5
3300,-3.0133035776017647 -36.435628624620584 31.898967383126962,92,64,1303.2309444135606,5
3353,-21.44547574933811 -4.220120649376391 50.666740358613765,181,65,2262.152082662726,5
3378,-8.040239868757913 -8.32812459592171 50.66660969362666,261,66,3131.7788531500846,5
3388,-35.52121379756522 48.01706595258579 39.6080810909185,114,67,1718.2370482433346,5
3404,-40.88320715062952 32.600972956366235 46.31056304502683,113,68,1554.370042681253,5
3418,25.104813636136207 -17.624405593774323 -21.721899633534754,71,69,949.0672804642471,6
3467,22.07790231803775 -71.24510868449099 -39.81949954513181,124,70,1783.0649377783573,6
