ID,VesselID,Connectivity,Position,Radius,LengthAlongVessel,Elasticity,R1,R2,C,Thickness,Type
2006,107,"2007,2005","44.671792804637455,33.055827045100905,5.002691260914007",0.609662,29.462960,1600000.000000,,,,0.205709,0,
2007,107,"2006,2008","42.367199521314866,32.92705470142897,6.104134147215143",0.609662,31.918207,1600000.000000,,,,0.205709,0,
2008,107,"2009,2007","40.47587538726192,32.22097422401588,7.571597212463684",0.609662,34.373454,1600000.000000,,,,0.205709,0,
2009,107,"2010,2008","39.91545260445981,31.431520377788015,9.939874053326855",0.609662,36.828701,1600000.000000,,,,0.205709,0,
2010,107,"2011,2009","41.880154645583595,31.696159398600155,11.103608381113602",0.609662,39.283947,1600000.000000,,,,0.205709,0,
2011,107,"2012,2010","44.363393778489915,31.647192507987477,11.882706617529733",0.609662,41.739194,1600000.000000,,,,0.205709,0,
2012,107,"2013,2011","46.85947263609622,31.11498010968262,12.607935102198832",0.609662,44.194441,1600000.000000,,,,0.205709,0,
2013,107,"2014,2012","49.316514023370765,30.668942040367313,13.366277381655939",0.609662,46.649687,1600000.000000,,,,0.205709,0,
2014,107,"2015,2013","51.61589486191928,31.088234837264412,14.624159075612127",0.609662,49.104934,1600000.000000,,,,0.205709,0,
2015,107,"2014,3863","52.99639290653348,31.93136243656927,16.483328989342166",0.609662,51.560181,1600000.000000,,,,0.205709,0,
2016,108,"3863,2017","52.99639290653348,31.93136243656927,16.483328989342166",0.620548,0.000000,1600000.000000,,,,0.208671,0,
2017,108,"2016,2018","54.29365984374343,33.57695125819696,15.325421188084283",0.620548,2.494866,1600000.000000,,,,0.208671,0,
2018,108,"2019,2017","54.656687585145555,35.872933801268324,14.472576377184492",0.620548,4.989732,1600000.000000,,,,0.208671,0,
2019,108,"2018,2020","53.03755475013953,37.59667237261612,15.446076964399188",0.620548,7.484597,1600000.000000,,,,0.208671,0,
2020,108,"2021,2019","50.717139715077806,38.30047362169787,16.486690952877733",0.620548,9.979463,1600000.000000,,,,0.208671,0,
2021,108,"2020,2022","48.178566301436064,38.51501484438939,17.213157311472003",0.620548,12.474329,1600000.000000,,,,0.208671,0,
2022,108,"2021,2023","45.52757587591348,38.07078338854501,17.43527959848678",0.620548,14.969195,1600000.000000,,,,0.208671,0,
2023,108,"2024,2022","43.33047409367103,36.67578617004878,17.810801392187706",0.620548,17.464061,1600000.000000,,,,0.208671,0,
2024,108,"2023,2025","42.16294136326079,35.410887375461385,19.549352661154202",0.620548,19.958926,1600000.000000,,,,0.208671,0,
2025,108,"2026,2024","40.22371776962116,36.01942421230086,21.27517070392697",0.620548,22.453792,1600000.000000,,,,0.208671,0,
2026,108,"2025,2027","39.67702328094928,37.58906442451367,23.186085987685054",0.620548,24.948658,1600000.000000,,,,0.208671,0,
2027,108,"2026,2028","38.834441835125865,39.988760899915555,23.18611701279535",0.620548,27.443524,1600000.000000,,,,0.208671,0,
2028,108,"2027","39.59119061045491,41.985146222921294,24.526655243550167",0.620548,29.938390,1600000.000000,16041726587.566034,64522397011.108284,0.000000,0.208671,2,
2029,109,"2030,3863","52.99639290653348,31.93136243656927,16.483328989342166",0.517291,0.000000,1600000.000000,,,,0.179701,0,
2030,109,"2029,2031","52.3040903702735,32.36057009998081,19.05876010329677",0.517291,2.498621,1600000.000000,,,,0.179701,0,
2031,109,"2030,2032","51.25540332850284,33.147125560609894,21.323257804903374",0.517291,4.997243,1600000.000000,,,,0.179701,0,
2032,109,"2031,2033","49.505899229082054,34.45624965200875,22.772818718227107",0.517291,7.495864,1600000.000000,,,,0.179701,0,
2033,109,"2032,2034","47.181697787356065,34.91813852790543,23.368226685882053",0.517291,9.994486,1600000.000000,,,,0.179701,0,
2034,109,"2035,2033","44.64269195362921,34.202827498429684,23.111668498499444",0.517291,12.493107,1600000.000000,,,,0.179701,0,
2035,109,"2034,2036","42.30245560991433,34.12363870851053,21.94296017720938",0.517291,14.991728,1600000.000000,,,,0.179701,0,
2036,109,"2035,2037","40.10878683756253,34.43275399139878,20.39744650795178",0.517291,17.490350,1600000.000000,,,,0.179701,0,
2037,109,"2038,2036","37.90309395766336,34.7683909298429,18.87538328546761",0.517291,19.988971,1600000.000000,,,,0.179701,0,
2038,109,"2037,2039","35.68073339308772,35.140791893405854,17.385826812511617",0.517291,22.487593,1600000.000000,,,,0.179701,0,
2039,109,"2038,2040","33.186450892938055,35.538035523893235,16.946347545336874",0.517291,24.986214,1600000.000000,,,,0.179701,0,
2040,109,"2039,2041","30.524944045679323,35.95055669625351,17.15263624381074",0.517291,27.484835,1600000.000000,,,,0.179701,0,
2041,109,"2040,2042","30.834541907572312,36.51678077466144,19.696037808089592",0.517291,29.983457,1600000.000000,,,,0.179701,0,
2042,109,"2043,2041","30.834560961962428,35.987009146123874,22.34475248959121",0.517291,32.482078,1600000.000000,,,,0.179701,0,
2043,109,"2042,2044","28.69693014988463,34.747921718033915,23.11829142890155",0.517291,34.980700,1600000.000000,,,,0.179701,0,
2044,109,"2043","28.456242586949074,33.271704253120305,25.196896576203702",0.517291,37.479321,1600000.000000,23463714332.370316,115615938315.012589,0.000000,0.179701,2,
2045,110,"2046,3864","45.21261635951605,7.131989691419206,-13.008372054405308",0.730694,0.000000,1600000.000000,,,,0.237491,0,
2046,110,"2047,2045","45.21263578876715,6.159643972168587,-10.544510769319734",0.730694,2.464323,1600000.000000,,,,0.237491,0,
2047,110,"2046,2048","45.10731371396804,4.685748919039155,-8.333719178512137",0.730694,4.928645,1600000.000000,,,,0.237491,0,
2048,110,"2049,2047","44.67309966134494,3.335753868073003,-6.086348993015948",0.730694,7.392968,1600000.000000,,,,0.237491,0,
2049,110,"2048,2050","43.837258863522486,2.024174949948086,-4.087079690129971",0.730694,9.857290,1600000.000000,,,,0.237491,0,
2050,110,"2051,2049","42.304937539198285,-0.029796132662199156,-3.624774341983739",0.730694,12.321613,1600000.000000,,,,0.237491,0,
2051,110,"2052,2050","40.18071296368794,-1.4631080310038105,-3.0328202165634144",0.730694,14.785936,1600000.000000,,,,0.237491,0,
2052,110,"2051,2053","38.442833886816445,-3.0565752393674352,-4.064172806850858",0.730694,17.250258,1600000.000000,,,,0.237491,0,
2053,110,"2054,2052","37.2453934919066,-5.109193157322581,-4.965318035512864",0.730694,19.714581,1600000.000000,,,,0.237491,0,
2054,110,"2053,2055","38.19959739552488,-6.981832431318321,-5.5785105921704226",0.730694,22.178903,1600000.000000,,,,0.237491,0,
2055,110,"2054,2056","38.99613568955163,-8.592476604502798,-3.7472342198416113",0.730694,24.643226,1600000.000000,,,,0.237491,0,
2056,110,"2057,2055","40.6585301846777,-9.499242447935368,-1.873300553348833",0.730694,27.107549,1600000.000000,,,,0.237491,0,
2057,110,"2056,2058","42.777730575000774,-8.717839865483507,-0.6770223377815034",0.730694,29.571871,1600000.000000,,,,0.237491,0,
2058,110,"2059,2057","45.19343068230889,-7.8787526039297795,-0.4722540114363863",0.730694,32.036194,1600000.000000,,,,0.237491,0,
2059,110,"2060,2058","47.76365803412846,-7.286145137102368,-0.8291891874988951",0.730694,34.500516,1600000.000000,,,,0.237491,0,
2060,110,"2059,2061","50.35129999212573,-6.785296679089554,-1.2173477349698372",0.730694,36.964839,1600000.000000,,,,0.237491,0,
2061,110,"2062,2060","52.938941950122995,-6.284448221076741,-1.6055062824407793",0.730694,39.429162,1600000.000000,,,,0.237491,0,
2062,110,"2061,2063","55.505951823755595,-5.787592482192787,-2.116046781445706",0.730694,41.893484,1600000.000000,,,,0.237491,0,
2063,110,"2064,2062","57.9170133606734,-4.875803993237778,-2.1068746475979996",0.730694,44.357807,1600000.000000,,,,0.237491,0,
2064,110,"2063,2065","60.01905904234222,-4.127845082476756,-0.6604270029746475",0.730694,46.822129,1600000.000000,,,,0.237491,0,
2065,110,"3865,2064","61.96927212158005,-3.5706561427845616,1.0668878408540456",0.730694,49.286452,1600000.000000,,,,0.237491,0,
2066,111,"2067,3864","45.21261635951605,7.131989691419206,-13.008372054405308",0.639154,0.000000,1600000.000000,,,,0.213685,0,
2067,111,"2068,2066","43.6474758237074,5.237883919919895,-13.62030498050193",0.639154,2.472034,1600000.000000,,,,0.213685,0,
2068,111,"2067,2069","41.978447518531816,3.352471990650888,-13.00839134898811",0.639154,4.944067,1600000.000000,,,,0.213685,0,
2069,111,"2070,2068","40.81445105827097,0.9468523812588725,-13.00840942879784",0.639154,7.416101,1600000.000000,,,,0.213685,0,
2070,111,"2069,2071","39.56683871247587,-0.779237756386813,-11.965415113082155",0.639154,9.888135,1600000.000000,,,,0.213685,0,
2071,111,"2072,2070","38.20639288380318,-2.0295859609666795,-10.1181895301535",0.639154,12.360168,1600000.000000,,,,0.213685,0,
2072,111,"2073,2071","36.724543171287436,-4.005421140360277,-9.097361318209208",0.639154,14.832202,1600000.000000,,,,0.213685,0,
2073,111,"2074,2072","35.20467381801302,-5.347281714704502,-7.454546250556555",0.639154,17.304236,1600000.000000,,,,0.213685,0,
2074,111,"2075,2073","34.26694873877976,-7.246176010012805,-5.970845956950744",0.639154,19.776270,1600000.000000,,,,0.213685,0,
2075,111,"2074,2076","34.14188769428662,-9.151902185367502,-4.1133464624574865",0.639154,22.248303,1600000.000000,,,,0.213685,0,
2076,111,"2077,2075","33.7623000633534,-11.100440052442535,-2.3392066219379055",0.639154,24.720337,1600000.000000,,,,0.213685,0,
2077,111,"2078,2076","33.607482904115116,-13.256939428619773,-0.7986694632452905",0.639154,27.192371,1600000.000000,,,,0.213685,0,
2078,111,"2079,2077","34.43863033870515,-15.523563867241641,0.32269573946774166",0.639154,29.664404,1600000.000000,,,,0.213685,0,
2079,111,"2080,2078","34.444290539003,-18.09559032152263,0.3966504911352746",0.639154,32.136438,1600000.000000,,,,0.213685,0,
2080,111,"2079,2081","34.65553758672316,-20.259825164612693,-0.5042365714668955",0.639154,34.608472,1600000.000000,,,,0.213685,0,
2081,111,"2080,2082","35.221690414582795,-21.427543071721004,-2.814317077946546",0.639154,37.080505,1600000.000000,,,,0.213685,0,
2082,111,"2081,2083","37.18968575683445,-22.14216469975276,-3.836582927748879",0.639154,39.552539,1600000.000000,,,,0.213685,0,
2083,111,"2082,2084","39.68235857397562,-22.62391734057764,-3.333214083617996",0.639154,42.024573,1600000.000000,,,,0.213685,0,
2084,111,"2083,2085","42.12013472316849,-23.019233880703265,-2.3120061006633765",0.639154,44.496606,1600000.000000,,,,0.213685,0,
2085,111,"2084,2086","43.006491218455054,-22.272360927602033,0.06389191999232814",0.639154,46.968640,1600000.000000,,,,0.213685,0,
2086,111,"2085,2087","43.59121899594787,-21.4156619198533,2.4929698860569327",0.639154,49.440674,1600000.000000,,,,0.213685,0,
2087,111,"2086,2088","43.59123129925729,-20.382187868439814,4.957482992093163",0.639154,51.912707,1600000.000000,,,,0.213685,0,
2088,111,"2087,2089","43.93761315786318,-19.909586715392532,7.383357392300865",0.639154,54.384741,1600000.000000,,,,0.213685,0,
2089,111,"2088,2090","45.05350755431675,-20.72487935925345,9.583944263787961",0.639154,56.856775,1600000.000000,,,,0.213685,0,
2090,111,"2089,2091","46.76196779428166,-22.20075440245695,10.906480432583098",0.639154,59.328809,1600000.000000,,,,0.213685,0,
2091,111,"2090,2092","48.23624214497585,-24.320027750021836,11.453926992383382",0.639154,61.800842,1600000.000000,,,,0.213685,0,
2092,111,"2091,2093","49.64881538905955,-26.255841087258247,10.450381405503604",0.639154,64.272876,1600000.000000,,,,0.213685,0,
2093,111,"2092,2094","51.630542931375864,-27.995279086670767,10.220150451509408",0.639154,66.744910,1600000.000000,,,,0.213685,0,
2094,111,"2093,2095","54.042887233124645,-29.004695709484345,10.409376904638087",0.639154,69.216943,1600000.000000,,,,0.213685,0,
2095,111,"2094,2096","56.455697568806684,-28.759673571165468,11.455566588093362",0.639154,71.688977,1600000.000000,,,,0.213685,0,
2096,111,"2095,2097","58.79064453016688,-28.380422528860688,12.655555757978998",0.639154,74.161011,1600000.000000,,,,0.213685,0,
2097,111,"2096,2098","60.52586094369348,-27.828325884152903,14.611599407300483",0.639154,76.633044,1600000.000000,,,,0.213685,0,
2098,111,"2097,2099","62.03451173416953,-26.325545105944855,15.985267629486188",0.639154,79.105078,1600000.000000,,,,0.213685,0,
2099,111,"2098,2100","62.99055292208508,-25.60052104446305,18.369489827412284",0.639154,81.577112,1600000.000000,,,,0.213685,0,
2100,111,"2099,2101","64.07570720015487,-25.188490990317696,20.720006737035934",0.639154,84.049145,1600000.000000,,,,0.213685,0,
2101,111,"2100,2102","64.87276479379155,-26.432637745108934,22.92956589852536",0.639154,86.521179,1600000.000000,,,,0.213685,0,
2102,111,"2101,2103","65.01842550680432,-28.340392360738615,24.480421258595815",0.639154,88.993213,1600000.000000,,,,0.213685,0,
2103,111,"2102,2104","64.26760939876803,-30.37917896502821,26.032124915553318",0.639154,91.465246,1600000.000000,,,,0.213685,0,
2104,111,"2103,2105","62.98783278748527,-32.49333668852261,26.596370487167192",0.639154,93.937280,1600000.000000,,,,0.213685,0,
2105,111,"2106,2104","61.362495624413725,-33.977732241118204,28.110739611104368",0.639154,96.409314,1600000.000000,,,,0.213685,0,
2106,111,"2105,2107","59.71369766980853,-35.25433378557245,29.697952735306572",0.639154,98.881348,1600000.000000,,,,0.213685,0,
2107,111,"3868,2106","58.2939597077701,-35.786772608583995,31.898576847647835",0.639154,101.353381,1600000.000000,,,,0.213685,0,
2108,112,"2109,3865","61.96927212158005,-3.5706561427845616,1.0668878408540456",0.513420,0.000000,1600000.000000,,,,0.178576,0,
2109,112,"2110,2108","64.16751812070586,-4.170181127750165,2.3058745251147967",0.513420,2.399121,1600000.000000,,,,0.178576,0,
2110,112,"2109,2111","65.61540169560777,-6.214300222301237,2.407358105521696",0.513420,4.798241,1600000.000000,,,,0.178576,0,
2111,112,"2112,2110","66.1115231049434,-8.43714560015862,3.490861984657573",0.513420,7.197362,1600000.000000,,,,0.178576,0,
2112,112,"2111,2113","66.61059751292902,-9.811639018900472,5.47478606878711",0.513420,9.596482,1600000.000000,,,,0.178576,0,
2113,112,"2114,2112","66.72603085053062,-10.864018654791776,7.837451886656248",0.513420,11.995603,1600000.000000,,,,0.178576,0,
2114,112,"2115,2113","66.54835287403581,-11.78535223517682,10.22085193972431",0.513420,14.394724,1600000.000000,,,,0.178576,0,
2115,112,"2114,2116","65.61463659728796,-12.357765908048458,12.571025600428268",0.513420,16.793844,1600000.000000,,,,0.178576,0,
2116,112,"2117,2115","64.85731985505261,-13.06877637472992,14.902917017519071",0.513420,19.192965,1600000.000000,,,,0.178576,0,
2117,112,"2116,2118","62.981147970219936,-14.320802958401055,16.181574093409193",0.513420,21.592085,1600000.000000,,,,0.178576,0,
2118,112,"2117,3866","60.99645819563349,-15.678772717608876,17.153030894185846",0.513420,23.991206,1600000.000000,,,,0.178576,0,
2119,113,"3865,2120","61.96927212158005,-3.5706561427845616,1.0668878408540456",0.661495,0.000000,1600000.000000,,,,0.219626,0,
2120,113,"2119,2121","61.664157267313335,-2.2484402932371887,3.1372058937942264",0.661495,2.353276,1600000.000000,,,,0.219626,0,
2121,113,"2122,2120","62.38956032589208,-1.3054522781868716,5.385926021108864",0.661495,4.706553,1600000.000000,,,,0.219626,0,
2122,113,"2123,2121","63.73353608883154,-0.4784867574972657,7.261857732871004",0.661495,7.059829,1600000.000000,,,,0.219626,0,
2123,113,"2122,2124","64.66007123186075,0.4169085749756044,9.288429810255693",0.661495,9.413105,1600000.000000,,,,0.219626,0,
2124,113,"2125,2123","64.49107237289826,0.24223190222413352,11.820840845332691",0.661495,11.766382,1600000.000000,,,,0.219626,0,
2125,113,"2126,2124","64.32207351393572,0.0675552294726627,14.353251880409688",0.661495,14.119658,1600000.000000,,,,0.219626,0,
2126,113,"2125,2127","64.15307465497321,-0.1071214432788082,16.885662915486687",0.661495,16.472935,1600000.000000,,,,0.219626,0,
2127,113,"2128,2126","64.02340315919882,-0.5419079031275444,19.33868699569138",0.661495,18.826211,1600000.000000,,,,0.219626,0,
2128,113,"2127,2129","64.09405651562791,-1.907486147354293,21.46668059831519",0.661495,21.179487,1600000.000000,,,,0.219626,0,
2129,113,"2128,2130","63.55782783998241,-3.5541848124520037,22.841734850990925",0.661495,23.532764,1600000.000000,,,,0.219626,0,
2130,113,"2131,2129","61.44083630200535,-4.781867581169248,23.43452568435039",0.661495,25.886040,1600000.000000,,,,0.219626,0,
2131,113,"2130,2132","60.725496008712994,-5.518175492181763,21.560709981631277",0.661495,28.239316,1600000.000000,,,,0.219626,0,
2132,113,"2133,2131","61.01949571710898,-7.319082296378149,21.363977005194933",0.661495,30.592593,1600000.000000,,,,0.219626,0,
2133,113,"2132,2134","62.94074004640853,-8.434854982584026,22.28836733684897",0.661495,32.945869,1600000.000000,,,,0.219626,0,
2134,113,"2133","64.02346676923429,-8.97623011603485,24.525953986226824",0.661495,35.299146,1600000.000000,14027670455.808558,52482734973.203438,0.000000,0.219626,2,
2135,114,"2136,3866","60.99645819563349,-15.678772717608876,17.153030894185846",0.516442,0.000000,1600000.000000,,,,0.179454,0,
2136,114,"2137,2135","60.28771601212322,-16.151306450807603,19.59430999225421",0.516442,2.391734,1600000.000000,,,,0.179454,0,
2137,114,"2138,2136","58.56831239605308,-16.639294855674283,21.148794022018876",0.516442,4.783469,1600000.000000,,,,0.179454,0,
2138,114,"2139,2137","56.208239367425435,-16.786926879255535,22.04037790320566",0.516442,7.175203,1600000.000000,,,,0.179454,0,
2139,114,"2138,2140","53.81775413311911,-16.03567390022989,22.562774244932196",0.516442,9.566937,1600000.000000,,,,0.179454,0,
2140,114,"2141,2139","51.6212146313601,-14.689419569955362,22.782457521019413",0.516442,11.958672,1600000.000000,,,,0.179454,0,
2141,114,"2142,2140","50.43557446588551,-13.719282284558627,24.246010934307982",0.516442,14.350406,1600000.000000,,,,0.179454,0,
2142,114,"2141,2143","51.28503211544126,-14.31276765961941,26.611632748621016",0.516442,16.742140,1600000.000000,,,,0.179454,0,
2143,114,"2144,2142","51.826799602063446,-15.486581805810612,28.850850376946504",0.516442,19.133875,1600000.000000,,,,0.179454,0,
2144,114,"2143,2145","52.063282549020485,-15.974330800805225,31.3543328528169",0.516442,21.525609,1600000.000000,,,,0.179454,0,
2145,114,"2144","52.239934368886765,-16.327621459656132,33.9096072199387",0.516442,23.917343,1600000.000000,23544141114.028339,116222887356.909775,0.000000,0.179454,2,
2146,115,"3866,2147","60.99645819563349,-15.678772717608876,17.153030894185846",0.598961,0.000000,1600000.000000,,,,0.202776,0,
2147,115,"2146,2148","58.53725954888385,-16.26900024383942,18.06786573302872",0.598961,2.487742,1600000.000000,,,,0.202776,0,
2148,115,"2149,2147","56.17150328124247,-16.836804867241124,19.211105741207135",0.598961,4.975485,1600000.000000,,,,0.202776,0,
2149,115,"2148,2150","53.924920984282885,-16.559555718594716,20.575087714268165",0.598961,7.463227,1600000.000000,,,,0.202776,0,
2150,115,"2151,2149","52.4026177358969,-16.053353331336844,22.591075811390983",0.598961,9.950970,1600000.000000,,,,0.202776,0,
2151,115,"2150,2152","51.29919213736743,-15.53287090069937,24.978627406723",0.598961,12.438712,1600000.000000,,,,0.202776,0,
2152,115,"2151,2153","49.842647151393024,-15.301068451503216,27.096395229128674",0.598961,14.926455,1600000.000000,,,,0.202776,0,
2153,115,"2152,2154","47.973614882462904,-16.59391509292716,28.350020029279314",0.598961,17.414197,1600000.000000,,,,0.202776,0,
2154,115,"2153,2155","45.59315507638782,-17.455780884344797,28.052006601183518",0.598961,19.901939,1600000.000000,,,,0.202776,0,
2155,115,"2156,2154","42.989067952423085,-17.25720811454533,27.687350500526996",0.598961,22.389682,1600000.000000,,,,0.202776,0,
2156,115,"2155,2157","40.41041150845957,-16.600595315359115,27.736283144312043",0.598961,24.877424,1600000.000000,,,,0.202776,0,
2157,115,"2156,2158","37.90642674723237,-16.979866505438203,28.045842961082716",0.598961,27.365167,1600000.000000,,,,0.202776,0,
2158,115,"2157,2159","35.64053228799671,-18.224483648109597,27.926518757701473",0.598961,29.852909,1600000.000000,,,,0.202776,0,
2159,115,"2158,2160","34.18689989985493,-20.325972837973833,27.876920334757486",0.598961,32.340651,1600000.000000,,,,0.202776,0,
2160,115,"2159,2161","34.18611143065871,-22.51916268153571,28.019461853742623",0.598961,34.828394,1600000.000000,,,,0.202776,0,
2161,115,"2160,2162","35.69519930549716,-23.32232654807256,29.754810739470123",0.598961,37.316136,1600000.000000,,,,0.202776,0,
2162,115,"2161,2163","37.70083260448011,-23.713911081555278,31.48183492687836",0.598961,39.803879,1600000.000000,,,,0.202776,0,
2163,115,"2162,2164","39.14911199449445,-24.024271370210034,33.72663171031825",0.598961,42.291621,1600000.000000,,,,0.202776,0,
2164,115,"2163,2165","40.5717498813405,-24.3202824979694,35.98066342711347",0.598961,44.779364,1600000.000000,,,,0.202776,0,
2165,115,"2164,2166","40.89244093585423,-23.99963662666206,38.63156756948163",0.598961,47.267106,1600000.000000,,,,0.202776,0,
2166,115,"3867,2165","41.21313199036794,-23.678990755354718,41.28247171184978",0.598961,49.754848,1600000.000000,,,,0.202776,0,
2167,116,"2168,3867","41.21313199036794,-23.678990755354718,41.28247171184978",0.537891,0.000000,1600000.000000,,,,0.185639,0,
2168,116,"2169,2167","42.4722797354848,-24.82366965113973,43.096106516756485",0.537891,2.351629,1600000.000000,,,,0.185639,0,
2169,116,"2168,2170","43.44429955980073,-26.32187539722601,44.57193409461536",0.537891,4.703259,1600000.000000,,,,0.185639,0,
2170,116,"2171,2169","42.58018340199479,-27.44255805780542,46.58184744128889",0.537891,7.054888,1600000.000000,,,,0.185639,0,
2171,116,"2170,2172","40.999059734808924,-28.536352937455362,48.13254564260807",0.537891,9.406517,1600000.000000,,,,0.185639,0,
2172,116,"2173,2171","38.93073500281685,-28.927261750752198,48.005791040398066",0.537891,11.758147,1600000.000000,,,,0.185639,0,
2173,116,"2174,2172","36.666268948864705,-28.65552272618433,46.88263775045407",0.537891,14.109776,1600000.000000,,,,0.185639,0,
2174,116,"2173,2175","34.49310884922733,-28.258028996987456,45.67763263420608",0.537891,16.461406,1600000.000000,,,,0.185639,0,
2175,116,"2176,2174","32.706054128602105,-27.32875649982589,44.126500798675366",0.537891,18.813035,1600000.000000,,,,0.185639,0,
2176,116,"2175,2177","30.5147553896185,-26.768064444940247,43.086359230113295",0.537891,21.164664,1600000.000000,,,,0.185639,0,
2177,116,"2176","28.132246395310816,-26.381713523811495,42.287919640994204",0.537891,23.516294,1600000.000000,21630065883.217392,102074370614.199432,0.000000,0.185639,2,
2178,117,"3867,2179","41.21313199036794,-23.678990755354718,41.28247171184978",0.567970,0.000000,1600000.000000,,,,0.194166,0,
2179,117,"2180,2178","39.250187763572384,-22.116530694344107,41.183441637715056",0.567970,2.390440,1600000.000000,,,,0.194166,0,
2180,117,"2181,2179","37.52969975651206,-20.7549353446522,42.41037788839617",0.567970,4.780880,1600000.000000,,,,0.194166,0,
2181,117,"2180,2182","36.298017223788385,-19.93383235949972,44.514431159610176",0.567970,7.171321,1600000.000000,,,,0.194166,0,
2182,117,"2183,2181","35.41216908272402,-20.542711422241915,46.642672628420726",0.567970,9.561761,1600000.000000,,,,0.194166,0,
2183,117,"2184,2182","35.419696581568,-21.584243582807503,48.92993776700542",0.567970,11.952201,1600000.000000,,,,0.194166,0,
2184,117,"2183","35.9159664112187,-22.3818363916503,51.33643492795422",0.567970,14.342641,1600000.000000,19307772085.201042,85765582865.044373,0.000000,0.194166,2,
2185,118,"2186,3868","58.2939597077701,-35.786772608583995,31.898576847647835",0.603139,0.000000,1600000.000000,,,,0.203924,0,
2186,118,"2187,2185","59.49732325921584,-36.680000149540426,29.887775695038705",0.603139,2.448339,1600000.000000,,,,0.203924,0,
2187,118,"2186,2188","60.32339890840287,-39.03151688689161,29.268289145595794",0.603139,4.896677,1600000.000000,,,,0.203924,0,
2188,118,"2189,2187","59.18928176703726,-41.38258811866403,29.217467693628024",0.603139,7.345016,1600000.000000,,,,0.203924,0,
2189,118,"2188,2190","57.52684238715888,-43.374976068128944,29.339895845663303",0.603139,9.793354,1600000.000000,,,,0.203924,0,
2190,118,"2191,2189","56.02239010837587,-45.101931794939574,30.523577895954062",0.603139,12.241693,1600000.000000,,,,0.203924,0,
2191,118,"2192,2190","54.00016072899667,-46.31196525734714,31.71520615096252",0.603139,14.690032,1600000.000000,,,,0.203924,0,
2192,118,"2191,2193","51.475783846375236,-46.06942327209248,31.89851151313728",0.603139,17.138370,1600000.000000,,,,0.203924,0,
2193,118,"2194,2192","49.41558014640712,-44.76515488288007,31.69493101107881",0.603139,19.586709,1600000.000000,,,,0.203924,0,
2194,118,"2193,2195","47.7749523114349,-43.150255146359434,30.570663658625712",0.603139,22.035047,1600000.000000,,,,0.203924,0,
2195,118,"2194,2196","45.746968201328514,-42.816203420312284,29.212399928875072",0.603139,24.483386,1600000.000000,,,,0.203924,0,
2196,118,"2197,2195","44.29820485082342,-44.44843528762765,28.57050834805765",0.603139,26.931725,1600000.000000,,,,0.203924,0,
2197,118,"2198,2196","46.703427521124794,-44.99154783806858,29.532573066920122",0.603139,29.380063,1600000.000000,,,,0.203924,0,
2198,118,"2199,2197","47.96606744540573,-45.69158710337593,31.43623454194252",0.603139,31.828402,1600000.000000,,,,0.203924,0,
2199,118,"2200,2198","48.55998219232136,-46.483471660061866,33.89098910843926",0.603139,34.276741,1600000.000000,,,,0.203924,0,
2200,118,"2201,2199","48.75205620705536,-48.45258294635931,35.214722216214135",0.603139,36.725079,1600000.000000,,,,0.203924,0,
2201,118,"2202,2200","47.001515958856345,-50.01780887105989,35.70674996844993",0.603139,39.173418,1600000.000000,,,,0.203924,0,
2202,118,"2203,2201","45.24599461754484,-51.53754858887007,34.585105474548214",0.603139,41.621756,1600000.000000,,,,0.203924,0,
2203,118,"2204,2202","43.559666857965865,-52.0801790912238,32.711272896765934",0.603139,44.070095,1600000.000000,,,,0.203924,0,
2204,118,"2205,2203","41.83306434543576,-52.32108457377928,30.719679521687194",0.603139,46.518434,1600000.000000,,,,0.203924,0,
2205,118,"2204,2206","40.170250627668224,-52.6365849981837,28.713703832077687",0.603139,48.966772,1600000.000000,,,,0.203924,0,
2206,118,"2205","39.267225232619595,-53.84058576127097,26.536420396729728",0.603139,51.415111,1600000.000000,17027421426.678850,70716262167.960739,0.000000,0.203924,2,
2207,119,"2208,3868","58.2939597077701,-35.786772608583995,31.898576847647835",0.629803,0.000000,1600000.000000,,,,0.211173,0,
2208,119,"2207,2209","57.028127533003776,-34.85923718479555,33.36181781936619",0.629803,2.408198,1600000.000000,,,,0.211173,0,
2209,119,"2208,2210","55.34226515997048,-34.48780055727414,35.3105877989996",0.629803,4.816395,1600000.000000,,,,0.211173,0,
2210,119,"2209,2211","53.6564027869372,-34.11636392975272,37.259357778633",0.629803,7.224593,1600000.000000,,,,0.211173,0,
2211,119,"2210,2212","51.97054041390392,-33.74492730223132,39.20812775826642",0.629803,9.632791,1600000.000000,,,,0.211173,0,
2212,119,"2213,2211","49.90116352021237,-34.08837935053521,40.7409615776015",0.629803,12.040988,1600000.000000,,,,0.211173,0,
2213,119,"2212,2214","47.81516295581663,-34.5597347624325,42.20753930296042",0.629803,14.449186,1600000.000000,,,,0.211173,0,
2214,119,"2213,2215","45.714450927772326,-35.44070427531683,43.467977018673736",0.629803,16.857383,1600000.000000,,,,0.211173,0,
2215,119,"2216,2214","43.60280099477423,-36.28477508197567,44.73497883497936",0.629803,19.265581,1600000.000000,,,,0.211173,0,
2216,119,"2215,2217","41.4766458217136,-37.07351421820842,45.951950451469536",0.629803,21.673779,1600000.000000,,,,0.211173,0,
2217,119,"2216,2218","39.06373749301195,-36.64770861697267,45.07197060520443",0.629803,24.081976,1600000.000000,,,,0.211173,0,
