NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1253,-1.9027417484053697 53.0717386198638 -22.607785582385546,64,0,891.5335678704142,2
1358,27.23478733658115 3.4501549627014536 39.95823379900456,57,1,883.4243311114172,2
1365,21.78306339134989 32.935355673279346 44.27324739141737,56,2,863.3990993439395,2
1389,2.0529846356113928 -20.977959258438922 60.81361241789926,56,3,846.5744494612836,2
1421,27.930782085139967 0.5734964002890711 57.217872912992135,55,4,649.3039742103095,2
1444,7.087010495437721 -31.06915152723887 21.979364989685305,19,5,270.6696553104799,2
1451,12.155853896934408 -27.473363789402526 18.383606308831276,88,6,1104.5058824360046,2
1467,9.24456905131379 -41.85654033110217 59.37522944960322,49,7,622.2481112933676,2
1486,2.772181466016574 -41.8565281328111 48.58796218198024,40,8,491.64890951143076,2
1529,20.73906000140472 48.03758440710601 30.609404547500734,69,9,861.6153600914697,2
1554,-1.543210812882609 85.43348241036716 9.7541522639521,41,10,550.0890789807364,2
1583,25.378681300652826 67.45471622247887 27.013697282328966,65,11,722.2273888901169,2
1594,40.573618907176474 72.48887987238285 10.47318873261812,118,12,1507.121265379275,2
1606,26.53863800507611 52.35255167622528 19.102977323182866,55,13,840.0035617175666,2
1676,46.257420145728524 27.90141423873901 29.89014557830971,136,14,1679.1383460180175,3
1760,62.49631003093703 25.024918426827483 10.473003452376602,136,15,1878.7200834204336,3
1787,38.71805125001254 -4.506885668842002 42.834795944400476,74,16,1101.173599960536,3
1812,47.417402481449415 11.360911854048933 33.48585327196879,60,17,889.802232285981,3
1837,71.42778283777623 -8.798326796812074 -11.820828609798399,37,18,502.63593084452657,3
1861,46.605513554765245 -10.886383032903884 25.93469042503298,57,19,871.5516468479742,3
1873,54.95690072978444 2.7311560781156836 19.102773582240946,140,20,1769.0936806545164,3
1899,46.605215370240934 50.19530917008288 -29.799403803627275,51,21,714.1252576565116,3
1964,38.370061798264096 -28.865106017221578 -7.505917929343852,149,22,1964.2534559871842,3
2043,47.41756937577233 -69.92630269858479 -18.29333974657276,100,23,1253.8593371192526,3
2059,34.774446698177144 -72.0142515557688 -3.91028326383457,59,24,727.1679124371085,3
2072,49.50542517148216 -60.530968896340475 -3.9102750126614723,62,25,948.7170428180676,3
2082,42.31394633893178 -69.92638293799 2.562077254580755,41,26,588.2303075978677,3
2123,33.382570599507496 -67.02666574302033 22.338782320373173,82,27,1047.6729033386223,3
2153,49.50547123748414 -54.03551647952776 32.76649634912098,50,28,576.386253810241,3
2175,39.066149916824806 -55.543410002111045 20.18135038642944,25,29,309.3731637928245,3
2204,73.97964194202841 -27.47301970437885 -29.080538502641435,38,30,539.673967395389,3
2211,69.68786498791088 -10.886125024720727 -34.11454406732891,56,31,723.7290552176335,3
2217,58.204680537144164 -20.977518968025336 -24.046425663357997,37,32,410.3960863670218,3
2226,63.192431430719935 -25.269336196787012 14.787759451623346,17,33,178.23784764767174,3
2263,48.8094755448813 -34.66483939329179 42.834685226290794,29,34,468.6249687686465,3
2293,36.63032856306437 -48.35195969758847 40.67720887031727,34,35,438.33306863920495,3
2346,58.55267189360918 -15.989903367155794 -6.7867635054804,73,36,1023.9022615478029,3
2376,52.05717684676114 -24.573422420797186 16.22608674599768,63,37,822.4878010806584,3
2389,67.13597963995096 10.642006078728016 -26.20380190106368,89,38,1400.9903645416548,3
2416,56.69676514031963 -23.877286242549637 -38.42947351274719,49,39,651.6526211141761,3
2518,-49.36645738639279 -16.68630786667572 27.01357622862269,58,40,867.4561178403854,4
2547,-79.2114341119081 13.518101068321215 -12.539637176212603,66,41,959.6051426365264,4
2626,-67.34522649177268 -54.035725003345384 -21.888840933962857,101,42,1337.6960076395242,4
2639,-61.23237934232916 -61.2272746050943 -4.6292271264759774,50,43,524.2864830708709,4
2669,-42.89397234565267 -64.8230156883107 7.596312311074198,80,44,988.575412622854,4
2675,-31.747105182165928 -65.63493973436638 11.911201774024962,38,45,576.2005867718647,4
2681,-35.34286837553523 -62.735155859767374 15.506976538574778,46,46,711.5626013222446,4
2759,-43.97275316333111 -41.16063642837036 20.541123588174305,112,47,1548.2585711872723,4
2780,-52.60253498218911 -38.260941372934106 47.86892351701859,57,48,722.794402120285,4
2812,-39.29820660644965 -49.0481446559963 37.08158713249405,71,49,974.5787491071735,4
2846,-76.33481224106852 -0.9112801121724933 -27.641879074108996,89,50,1154.091598720135,4
2881,-61.95165940967513 -7.290960169428599 21.979563795054467,102,51,1378.577689634414,4
2887,-40.377320520639174 39.40771513613321 -18.292844864989863,43,52,573.5525456330133,4
2950,-54.40059918353616 7.045694118916746 26.29450507698688,109,53,1378.9506735618434,4
2973,-64.10911158114297 2.730702732513458 42.11585505288091,42,54,516.0571543177515,4
2982,-51.52401162992085 17.113810785868452 33.12647391012035,37,55,572.3744179138556,4
3037,-58.715578718935674 30.058531145884988 30.60949457376474,41,56,558.2765047843129,4
3046,-60.87304061080651 27.181940956814636 22.698818085994773,82,57,1307.1556866782241,4
3067,-50.08581343945948 45.160763479311456 25.93503846817292,56,58,779.4833011054105,4
3077,-49.72629245339158 52.35234162233149 7.596683388051406,91,59,1222.1549823835462,4
3104,-72.019981057045 30.77778658968196 -16.854509780100702,91,60,1373.7095609464252,4
3128,-57.637020406647906 46.59922671161106 -33.39498272786427,118,61,1552.2522668027314,4
3230,-27.432491544803092 44.44163385235142 42.83506650872985,208,62,2644.0836203995987,5
3273,-10.532385021013958 43.72248462257265 60.09468264394167,184,63,2391.994161690603,5
3312,-13.768370230861066 -18.890143783197537 58.65619098871158,64,64,703.3272683960928,5
3323,-3.7003280031309953 9.922355692887205 62.252023431111965,167,65,2295.042361951766,5
3364,-3.7001998410360826 -36.86888494027979 50.02629520460683,114,66,1631.5736056382464,5
3387,-2.2620163851222737 -23.877614511002147 6.87721157926699,156,67,2073.6364977904004,5
3403,-42.89440881055558 78.24179997216594 20.54148703949952,249,68,3380.6466570510343,5
3426,-41.45604354465376 66.73533291557898 32.767032012923515,112,69,1570.4472789184097,5
3463,26.886793836621155 -39.652307595426585 -45.62098380983441,124,70,1600.8790997575009,6
3492,11.807887649286984 -66.3305797674845 -44.182736410757926,164,71,2231.8290355261624,6
3498,1.3337758999340474 -57.631222734714875 -34.833713100549325,76,72,1079.9902583362002,6
3524,4.929630131551172 -82.80155399042593 -27.642278044953667,140,73,2029.377836118856,6
3556,17.491567165578008 -62.73492211788226 -5.348527321175883,171,74,2174.7582934375096,6
3583,5.289271322104589 -88.60124385199408 -2.112400260293834,110,75,1485.5380749348947,6
3623,-35.702579788668345 -55.54344687527937 -46.34007336602675,213,76,3085.987547434282,7
3680,-16.644977277465202 -69.23052173312372 -29.799653827911875,138,77,1963.7289039998686,7
3710,-2.6214577405198654 -70.62247044621355 -1.7527547255676903,169,78,2124.3354020204374,7
3730,-6.936421152268843 -49.74390434370822 6.8771409513443595,82,79,1219.4469255646452,7
3735,-2.6215013877873785 -51.9477418092571 7.236702262122845,87,80,1038.5627514185176,7
3745,-0.8235660545462359 -70.62248447229675 4.719609746473994,88,81,1140.0851060414839,7
3756,-19.52154878735446 -62.03910916092745 2.5622142774426315,60,82,792.3293303974768,7
1140,25.0 -74.0 -36.0,203,83,2998.0131997359126,8
1145,-25.0 -74.0 -34.0,203,84,2796.9791165361867,8
1150,28.0 -55.0 -48.0,107,85,1322.3142402721094,8
1155,-28.0 -55.0 -48.0,107,86,1488.5761353251487,8
1212,32.0 -40.0 -60.0,107,87,1429.4200453061771,8
1217,-30.0 -48.0 -60.0,107,88,1606.8431983259638,8
1162,-3.1 -16.3 -58.5,17,89,84.79546404156899,9
1165,1.6 -15.7 -57.2,17,90,103.6597867254616,9
1168,-6.1 -14.0 -50.4,17,91,103.29607735380193,9
1171,2.2 -12.8 -51.7,17,92,86.77911117891566,9
1174,-8.2 -10.9 -48.2,17,93,76.46873259970636,9
1177,2.39 -9.2 -48.9,17,94,82.02775019750204,9
1180,-8.8 -5.81 -46.1,17,95,121.68930590255182,9
1183,2.7 -3.2 -46.6,17,96,93.9874491908125,9
1186,-8.4 -0.6 -40.7,17,97,131.89623529148525,9
1189,0.3 1.3 -41.3,17,98,100.15275978087237,9
1192,-6.8 3.0 -34.6,17,99,82.98367050508183,9
1195,-3.0 1.4 -34.0,17,100,89.44170368052876,9
