TriangleNumber,ClusterID,Area
211,65,2.7890165031085314
212,5,2.909865871668602
213,5,2.629109048342837
214,25,2.381333782853651
215,25,2.5309621946198715
216,61,3.132933671173364
217,60,2.9002750715996046
218,34,3.1956438343412517
219,34,3.015540054558681
220,2,2.5605567143005645
221,2,2.612668281745915
222,2,2.349514387008943
223,7,2.4070026578935924
224,7,2.2022572419772395
225,64,2.891946572845642
226,64,2.61075163777936
227,64,2.8210590461272473
228,79,2.6516827820568483
229,79,2.951345468081335
230,81,2.6332051430269368
231,81,2.8775381263769417
232,81,2.384246174874598
233,38,2.7893806517877064
234,2,2.858484739018895
235,2,2.861291115982224
236,2,2.6546617765692897
237,12,2.626280604568273
238,58,2.9432643200965525
239,58,2.967946182224042
240,37,3.279794290322837
241,5,2.747941824008147
242,5,2.5480057840819983
243,5,2.4260097536901486
244,53,2.478953852828579
245,53,2.5881290660396328
246,53,3.169266598239094
247,15,2.9252620435614887
248,15,2.7823187959284215
249,67,2.8055103399387833
250,67,2.7763085739454403
251,34,2.841976018757181
252,34,2.950455668257983
253,39,2.50609086455515
254,39,2.5964148256583184
255,39,2.463689837942011
256,39,2.825000681047579
257,34,2.8392111902152535
258,34,2.5831006504697944
259,34,2.693378217360679
260,34,2.9489981512245955
261,23,2.7444567505899493
262,61,2.6296673913266866
263,61,3.314756114595461
264,22,2.8776367137879895
265,22,2.8366367849479777
266,41,2.4601831431989205
267,41,2.4749552326477082
268,72,2.9764942224001287
269,72,3.036056626042676
270,72,2.7980190749728937
271,72,2.7988334259306527
272,6,2.758852856483241
273,6,2.3296323787615654
274,6,2.9253961270759294
275,6,2.604301845689867
276,76,2.6169878676399128
277,76,2.6966675496624544
278,81,2.685185616637891
279,47,3.2173954858278657
280,72,2.687548660009139
281,72,2.6958512490650537
282,72,2.7706348234025637
283,72,2.6942483892625217
284,73,3.0565500282241804
285,73,2.833750405235021
286,72,2.5931154482194305
287,72,2.8274550014089073
288,72,2.7142822089141068
289,72,2.9094708089694707
290,72,2.9808812416416743
291,90,2.7060860031616394
292,90,3.0746585546426983
293,69,2.221398619507488
294,14,2.2454609019204668
295,14,1.9109559724132328
296,14,1.8585755719756127
297,41,2.5397347630190907
298,41,2.6140881412526022
299,41,2.6209865639396224
300,41,2.4033769091141903
301,41,2.4825219991668295
302,41,2.632082607851778
303,0,2.891767551984804
304,0,2.7502731656677946
305,0,2.611452614468782
306,0,2.8708288100112225
307,84,2.730417582853683
308,84,2.933522067990421
309,84,2.9450274942401524
310,71,2.875180869705098
311,71,2.645069595133443
312,91,2.5561830900237763
313,91,2.5129567097164167
314,91,2.9611885380792375
315,84,2.616105651707224
316,84,2.3215894742561405
317,100,2.64547601468256
318,100,2.4057868475013953
319,70,2.9526108676870604
320,88,2.593835831342771
321,89,2.9335353179648047
322,88,3.158789127607056
323,88,2.5616114037073383
324,88,2.4573110563780034
325,88,3.126698091613561
326,88,3.0323301038603043
327,88,3.084515554386871
328,88,2.620453999205231
329,88,3.2676468910837313
330,87,2.8013385309327594
331,87,2.609902290711841
332,87,2.6664031713524095
333,85,2.7941249975909934
334,85,2.7040129388525127
335,49,2.6408739754976835
336,66,2.4955055658500305
337,66,2.508823439356314
338,45,2.957361251260331
339,45,2.548768194992512
340,46,2.698687483855942
341,46,2.9496114560227915
342,46,2.781007569451749
343,46,2.7931791218005975
344,46,2.6340175453797428
345,66,2.6732212458521714
346,66,2.69260070237455
347,66,2.668258621162377
348,17,2.7714298730252818
349,17,2.7987813574612104
350,17,2.5755357129047707
351,32,2.3801134504062285
352,32,2.48397915601163
353,32,2.6921184923876105
354,12,2.9401654925798315
355,12,2.7021996185009853
356,12,2.6976978252681265
357,63,2.416466482853114
358,63,2.8696012152164507
359,63,2.565799896969777
360,63,2.6020828840099557
361,33,2.673326442388104
362,33,2.605827480116925
363,33,2.83407847230962
364,33,3.2983475946664536
365,33,3.035997367442726
366,33,2.8002722416583437
367,33,2.649759493071093
368,63,2.8085326625525733
369,63,2.76916569804842
370,63,2.7660855973647775
371,63,3.008450230792276
372,63,2.489476941212469
373,63,2.6519654176993175
374,63,2.1177145635199603
375,63,2.31204693172591
376,65,2.9132738658117114
377,65,2.511892053029403
378,5,2.9216515991201635
379,5,2.655504568213369
380,25,2.594919842395561
381,63,2.7125241168245235
382,25,2.6195863166900697
383,23,2.596268468350411
384,41,2.582718783254163
385,41,2.373534340467408
386,41,2.434112751678664
387,41,2.3271489997142187
388,41,2.691787969492702
389,34,2.58129303455903
390,7,2.3370612913760147
391,7,2.4792379135113425
392,7,2.462904037058651
393,51,2.8160699052858655
394,51,2.741423829582288
395,51,2.832004228999884
396,81,2.3754620619556266
397,81,2.5679309457735777
398,8,2.59634671502156
399,8,2.6730519863802775
400,8,2.5501055283059846
401,48,2.4685050752113815
402,79,2.577988154075565
403,79,2.5973965099469756
404,81,2.629112808930213
405,81,2.939849666739667
406,81,2.9385693007317144
407,81,2.8863848628200004
408,81,2.9028590784213293
409,13,2.6268170008366543
410,2,2.974542781067843
411,2,2.714322346416933
412,2,2.5638587346564576
413,2,2.9782517158124335
414,58,2.958723146714419
415,58,2.782206880766585
416,37,2.6431324213355167
417,37,2.946905335410028
418,5,2.67711894268708
419,53,2.87960306696455
420,53,2.636896980683433
421,53,2.4265148575184416
422,15,2.789005395347732
423,15,2.8588275920001958
424,15,2.9484744662470113
425,67,2.513688317420574
426,67,2.8895739829340163
427,67,2.490822208864504
428,34,2.5307370183454827
429,34,2.7925354601847756
430,39,2.762474034005673
431,39,2.8691193161774815
432,34,2.657218970213531
433,34,2.7793852391669005
434,56,2.4217350910920388
435,56,2.8260099605658824
436,61,2.7640431084017205
437,22,2.9436202459477356
438,20,2.9657768645973386
439,19,2.8472375790999194
440,41,2.5205405110990355
441,60,2.365690997874783
442,72,2.8527898421848237
443,72,2.7087390754595657
444,61,2.534907737240066
445,9,2.4550426700412875
446,9,2.3474020230915524
447,9,2.606006100607815
448,76,2.4885511059455045
449,54,2.783830033092224
450,54,2.7709513370340226
451,54,2.7722124860226276
452,72,2.731633077179978
453,72,2.5606108456100967
454,73,2.5796147862747025
455,73,2.723784966413917
456,72,2.5107937847123356
457,72,2.4404511674210188
458,87,2.9109787256131106
459,87,3.165731837562015
460,87,3.3064839282767333
461,89,2.6838859026190462
462,90,2.667012144517009
463,90,2.4943436649385036
464,69,2.0504887691301357
465,41,3.1179140451189187
466,41,2.162999322785081
467,41,2.8851215054920893
468,41,2.4402393039114396
469,35,2.498361193033827
470,35,2.196585456976966
471,35,2.129963857175036
472,0,2.805793593283423
473,0,2.7441682504087703
474,84,2.766110348538264
475,42,2.9259034436646525
476,42,2.9969670140478044
477,24,2.609354916383415
478,24,2.7024588376503447
479,24,2.5876455718393374
480,24,2.4772989131752903
481,84,2.2186884593543197
482,84,2.2971306388271087
483,84,2.6677437229195715
484,71,2.8130801241677075
485,91,2.917897251847011
486,91,2.8688844168035894
487,77,2.6693458325655754
488,86,2.8836045081604187
489,86,2.800706113989798
490,88,2.4702898469945485
491,88,2.4486103388044893
492,88,2.07799561989359
493,88,2.677161847880865
494,88,2.687389600768421
495,88,2.832697819796836
496,87,2.6274552214013425
497,87,2.5791644367244357
498,87,3.0761678132580412
499,85,2.844098865901807
500,49,2.513472955379819
501,49,2.6641206701212945
502,49,2.865341899086852
503,46,2.6278241983360835
504,46,2.778045145085552
505,65,2.4549295716444672
506,65,3.033488661957843
507,65,2.472013807436247
508,65,2.8343595627095013
509,65,2.832038200352697
510,65,2.575551818869478
511,17,2.86862679719488
512,17,2.11235046565073
513,17,2.0481933406531527
514,32,2.5307651956136294
515,12,2.7515490082963465
516,12,2.672886189247035
517,12,2.81812174087378
518,63,3.0145176928156374
519,63,2.4420645707475503
520,63,2.3781266694087626
521,63,2.1858182099570227
522,63,2.3283487627247434
523,33,2.4011108350088315
524,33,2.526135766077243
525,33,2.5998033318311515
526,63,2.896009457011242
527,63,2.346987737131533
528,63,2.584668904936255
529,63,2.7233805300407257
530,63,2.3214948248519316
531,63,2.3446349761313923
532,65,2.675616132451679
533,65,3.1839665531874877
534,5,2.590627390204623
535,33,2.120107894750133
536,33,2.9833765795611247
537,33,2.118604625560809
538,63,2.116455122557046
539,63,3.1480952054257227
540,63,2.9226371103991013
541,63,2.5265827141281565
542,25,2.3958195136958933
543,25,2.5891258587775203
544,25,2.6443260726380236
545,41,2.8107973212489212
546,41,3.0230199871826264
547,41,2.8524101086951554
548,41,2.5791022276022764
549,72,2.825377157323676
550,72,2.17326883751968
551,72,2.3580924238290644
552,7,2.3538579970489497
553,81,2.796825811306324
554,8,2.83776232923311
555,8,2.4309062698113504
556,8,2.5346442297417955
557,48,2.712684919417122
558,48,2.350503496001072
559,79,2.6519612211454473
560,79,2.75107774652275
561,79,2.735214913186823
562,79,3.0286084337476233
563,79,2.9035274836214207
564,79,3.0089544547768714
565,79,2.9220576052195644
566,81,2.282013249845062
567,81,2.514484477115118
568,81,2.4893676301521337
569,81,2.6435531767298457
570,66,3.059526766238261
571,66,2.7034792817438875
572,2,2.9388042173583098
573,2,2.5400578034388106
574,58,2.673410010990171
575,58,3.1418507553428485
576,58,2.9784337013096938
577,58,2.8086450297341043
578,37,2.711967096831128
579,5,2.9365269312511653
580,53,2.9918433886846785
581,53,2.6600955794539916
582,31,2.5453326855445026
583,67,2.340588722617139
584,67,2.718163846011931
585,67,2.431630704197235
586,34,2.7503703386287057
587,34,2.4797339629590813
588,39,2.7629586382313955
589,34,2.7904529848338244
590,34,2.948935655052966
591,56,2.731374537810054
592,22,2.975021877350546
593,22,2.8776481472328648
594,22,2.8874895905883733
595,61,2.42632228336428
596,61,2.3874517333956855
597,4,2.7810153901243084
598,9,2.6159614453162767
599,64,2.62618950603283
600,64,2.572766844391884
601,81,2.952386464160248
602,81,3.1307989797142564
603,76,2.683963823636346
604,76,2.693269057221927
605,76,3.0812980272994186
606,54,2.400801064007451
607,54,2.725704156741364
608,54,2.877789275484962
609,75,2.8507530784059454
610,73,2.6720248472754915
611,73,2.925935870570176
612,73,2.846918701376197
613,72,2.6654668096197613
614,72,3.014903766543488
615,87,3.2374653900164923
616,89,2.897550667551822
617,89,3.0120621579103206
618,35,2.4231434971918686
619,41,3.001408345884316
620,56,2.845611079997291
621,41,2.9181764880824668
622,35,2.5173141658026776
623,35,2.53894117731436
624,0,2.645963557505206
625,0,2.86020762258343
626,0,3.2428682415524652
627,84,2.585290066650909
628,84,2.6086313827578858
629,24,2.7935058842368905
630,24,2.939773515897807
631,24,2.2630242018531717
632,59,2.551178462597275
633,91,2.6607849927408807
634,91,2.731677549812111
635,91,3.013015996437849
636,84,2.4047323646437566
637,84,2.9443621231536343
638,77,2.749814326604308
639,77,2.8733037745898167
640,93,3.151538725642651
641,90,2.650145701009531
642,90,2.7856038766827464
643,86,2.622052756283338
644,86,2.680177533412111
645,88,2.704967182917302
646,88,2.770072225928308
647,88,2.6056554552380904
648,88,2.807355388139399
649,88,2.9297380041259395
650,87,2.94819726364466
651,87,2.924151532058458
652,66,2.5978507356560656
653,66,2.519478070309083
654,30,2.191328121348853
655,30,2.1349114970153313
656,46,2.993937040921204
657,46,2.489818255276178
658,65,2.6586152645815915
659,65,2.704725684867719
660,65,2.6466119705568625
661,65,2.641204697514477
662,65,2.6545998568853966
663,17,3.0029143624340673
664,17,2.56283381361017
665,32,2.451179689227472
666,32,2.92188351505971
667,12,2.860217897069043
668,33,2.826615908606452
669,33,2.789689646747937
670,33,2.720282069144869
671,63,3.313108578727703
672,63,2.2506520240652113
673,63,2.5367817158889894
674,65,2.5637715852111604
675,65,3.3064554818835745
676,65,2.7882957009015565
677,2,2.8672486051317603
678,11,2.5868511829971452
679,11,2.5234286976347504
680,11,2.622241175329007
681,25,2.4547278905118213
682,25,2.6032241716575624
683,25,3.0383786073703005
684,41,2.8037495973271485
685,41,2.5079375016928367
686,41,2.287482164767943
687,41,2.555296871372271
688,72,2.367280716265318
689,7,2.5105214518481405
690,7,2.3526418668604316
691,62,2.392718843224248
692,81,2.7597188508827624
693,81,2.624005359429582
694,64,2.7032561143159937
695,64,2.8052451388504047
696,64,2.804940868126168
697,48,2.224935822468834
698,48,2.444966451298903
699,48,2.36823391432197
700,79,2.4772681632898816
701,79,2.5716643492094304
702,79,2.523621930303691
703,79,2.9279998354610184
704,81,2.768071290599865
705,80,2.741741335022296
706,81,2.7144587750681852
707,81,2.878056363861367
708,66,2.91159604214444
709,66,2.6822204343987726
710,66,2.709951016881952
711,66,3.0609968513274612
712,66,2.8966955533602876
713,44,3.411589101829956
714,44,3.5221206833623486
715,44,3.5324617457762746
716,2,2.781581949054128
717,2,2.8153083134746226
718,2,2.6037747438940624
719,2,2.767177107582786
720,17,2.983372383379384
721,27,2.8693689922456995
722,27,2.8027898572865255
723,37,2.7798630991866187
724,37,2.5361383074258836
725,37,2.899560526020525
726,5,2.6808836934837403
727,5,2.482996426018533
728,5,2.7421134505106592
729,53,2.8652837545920784
730,31,2.6968319144261415
731,67,2.557589390287885
732,34,2.773284543643798
733,67,2.52752792155554
734,67,2.7499081147052324
735,34,2.705464284564822
736,34,2.7206811672251363
737,34,2.4781316969758236
738,34,2.624217088644116
739,34,2.487915340851235
740,20,2.3871315507433972
741,20,2.4702472207266575
742,20,2.545170217759588
743,20,2.7312926835937397
744,22,2.621116903982986
745,22,2.9060723774818906
746,61,2.9315527325973343
747,61,2.5038980643125397
748,42,2.5429602404306326
749,42,2.6810789863041506
750,4,2.89457640621132
751,4,2.930085558096707
752,60,2.8469125546192617
753,6,2.588314917145037
754,6,2.7714911421239465
755,6,3.1005361846831354
756,6,2.318205605781964
757,64,2.7437159510366746
758,81,2.694798613170072
759,76,2.679764793284476
760,76,3.040675665683515
761,76,3.223321949616477
762,54,2.5465117596797007
763,72,2.7070195984111427
764,72,2.8191504295812857
765,72,2.954381772039837
766,73,2.697455407002696
767,73,2.57612286937157
768,73,2.6173432169401343
769,72,3.031155681731989
770,72,2.7943042798193365
771,90,2.682106835487443
772,90,2.6133702568926176
773,35,2.1757858159498613
774,35,2.8484775841282968
775,35,3.039893157374522
776,41,2.5565015347017073
777,41,2.176362697468596
778,41,2.9831565150161565
779,0,2.7131531857777644
780,84,2.6954483665424873
781,21,2.4816242748357467
782,21,2.682504801592442
783,59,2.686503226348221
784,59,2.7790233717116437
785,59,2.4371539902924915
786,59,2.934478943256273
787,71,2.741787999374667
788,14,2.745986380229781
789,70,2.9616667856732137
790,90,2.8529556513927967
791,90,2.769370686999753
792,86,2.750962602427671
793,86,2.886670316369278
794,86,2.630325675606066
795,88,2.4354700093162127
796,88,2.5769234281513413
797,88,2.526453770087385
798,92,2.970495852175067
799,88,3.1470922638306136
800,87,2.9388935333782844
801,87,2.8473632082851412
802,87,2.6268549176430183
803,87,2.736554948520941
804,87,2.6208252595504637
805,45,2.7913848935546755
806,45,2.726245827954314
807,45,2.4809930196620966
808,30,2.86193860144101
809,30,2.252434017505032
810,30,2.4219111298319573
811,30,1.9251075369885198
812,46,2.651617183242376
813,46,2.817603630465473
814,46,2.8144109603855423
815,46,2.8462291566293514
816,65,2.5807312079279714
817,65,2.3386106444219883
818,17,2.836003921160331
819,30,2.779869754251583
820,17,3.0347867888454756
821,12,2.8560241079701325
822,12,2.555634226029764
823,12,2.9654260130141683
824,63,2.3067316149308783
825,33,2.8304818029569963
826,33,2.969198132396432
827,33,2.8425877253794383
828,63,2.52445360407627
829,63,3.0211532520952513
830,63,2.600296475377111
831,2,2.770648784265639
832,11,2.7251126703235786
833,11,2.5265901446062142
834,11,2.7034422565988083
835,25,2.3154165671716105
836,25,2.0480038211742118
837,25,2.6795902585999842
838,41,2.8104777583974676
839,41,2.8096729137872156
840,41,2.7804312657612393
841,72,2.1956487071748962
842,72,3.0137628664061475
843,72,2.0861006241392914
844,72,2.77381882208925
845,11,2.7622808935422922
846,51,2.6351193314291885
847,51,2.620971112296794
848,47,2.6837863555332393
849,55,2.6775526401371685
850,55,2.5687976789646414
851,55,2.689910781683337
852,55,2.110796221480781
853,55,2.62603324550723
854,55,2.5729177353887827
855,48,2.4296628274392313
856,48,2.04124013929963
857,48,2.146079078994099
858,48,1.8528503232657305
859,48,1.7700402587640152
860,79,2.649819189688372
861,79,2.4869184399473228
862,79,2.5165608309676797
863,81,2.841441162789759
864,81,2.6637272587583634
865,66,2.7978033402867335
866,44,3.1887994950933187
867,27,2.921850132348448
868,27,2.7487456768215823
869,58,2.938951636531255
870,58,3.160195884620512
871,53,2.402986139583363
872,53,3.1392589585162267
873,53,2.7231296684612287
874,53,2.66429474627066
875,53,2.6062724499855583
876,19,2.8174366773806327
877,19,2.6014899665648428
878,67,2.793911826670803
879,67,2.524021173189663
880,67,2.5178982466055415
881,67,2.3598723783350115
882,67,2.7974154664644453
883,67,2.6430000677153433
884,34,3.080277169379094
885,34,2.827988834291426
886,34,2.587700250614439
887,34,2.5356122165382855
888,1,2.836446372919091
889,1,2.725319296850568
890,1,2.552643825442758
891,34,2.9786733531488117
892,34,2.7712916998743955
893,34,3.2101747809468666
894,34,2.2739546703909777
895,22,3.1140399805867713
896,20,3.0592405952037356
897,22,2.6497888152582325
898,20,2.651064051406476
899,61,3.0622115741402496
900,42,2.6736207421944655
901,42,2.5484336875278744
902,42,2.634863999678122
903,4,2.7620185792505145
904,4,3.0441695087447536
905,64,2.8604132568364453
906,64,2.6452290851105453
907,64,2.4845297851513517
908,81,2.7459836515623683
909,81,3.104136395686299
910,81,2.9402174292359557
911,81,3.033625850308247
912,76,2.693104434778647
913,76,2.608977392491024
914,72,2.8577743872547745
915,72,2.69838518730465
916,73,2.857015700544569
917,73,2.509736767163618
918,72,2.7966049416172236
919,72,2.797632978406116
920,87,3.0188955807248177
921,90,2.581045094635924
922,90,2.5651300847673832
923,14,2.016844221352935
924,14,2.2107987995063993
925,35,2.374746822223573
926,41,2.53627484440489
927,41,2.3444502219453565
928,0,3.1357602113955183
929,0,2.7076929700674603
930,0,3.0074565998582123
931,77,2.975852155069774
932,24,2.626703444281556
933,24,2.5776575828513666
934,24,2.607263065323194
935,24,2.602955861748927
936,24,2.497770547110443
937,24,2.858674255971913
938,59,2.664977032497773
939,84,2.454108519491431
940,71,2.8924569908983755
941,71,2.7752016359709932
942,91,2.621893464714772
943,91,3.2101130191583214
944,14,2.977014652471523
945,14,2.786282379469278
946,14,2.7693532872395714
947,70,2.631317386472048
948,70,2.6061993990155665
949,70,2.61945228705198
950,90,2.7899444695960445
951,90,3.1061884036339844
952,86,2.648084971274963
953,86,3.18565782160915
954,86,2.939478149826286
955,87,2.80905522283785
956,89,2.848446557406877
957,87,2.7076388885615352
958,92,3.2530518098285124
959,92,3.1807461272039124
960,92,3.0845047107283357
961,92,3.3284908648884777
962,87,2.6464988608653814
963,87,2.606977191115326
964,87,2.8743311102465388
965,87,2.922299616416977
966,87,2.5480490094308648
967,87,2.7851342511692656
968,87,2.6508360427039928
969,85,2.917116439347475
970,78,2.543521442584929
971,45,2.7370740703850873
972,66,2.4734163597997907
973,45,2.4628233592568436
974,30,2.8462390814574725
975,30,2.768388159913814
976,46,2.753900434429707
977,46,2.665202488371541
978,46,2.5419444477316206
979,65,2.884728079026396
980,65,2.630188254728929
981,66,2.962622703777612
982,66,2.6820536514337348
983,17,2.631056997828455
984,17,2.7374993813524973
985,17,2.7959994424758396
986,11,2.5679171841861335
987,12,2.586904392483747
988,12,3.034730419966836
989,63,2.4430775017863287
990,63,2.5771199466575507
991,33,2.545878990935975
992,33,2.7707906636848856
993,33,2.757207385566632
994,63,2.4137892832652814
995,65,0.08807296958211806
996,65,1.8593880188647092
997,65,0.24999283748782403
998,65,2.2278043990594285
999,65,2.273970309949898
1000,65,3.2237536380320866
1001,26,2.79520130022329
1002,26,2.5770786320503363
1003,27,2.466440808802565
1004,25,1.8166594589828589
1005,41,2.652039983442097
1006,41,2.8091261467318693
1007,41,2.5521744647088225
1008,41,2.642920259338488
1009,72,2.8000927479826316
1010,2,2.949419633030553
1011,2,2.9373092846230784
1012,2,2.8510551796365635
1013,9,2.7395572951190985
1014,9,2.6891288510101554
1015,9,2.6780395563258277
1016,51,2.701378785896416
1017,51,2.742496118854666
1018,55,2.386561551251217
1019,55,1.980390053239538
1020,55,2.295680256666009
1021,55,2.7396975171964577
1022,48,2.164819505504069
1023,48,2.1101677887209798
1024,79,3.073571649294077
1025,79,2.7082522662007253
1026,79,2.6749441779675203
1027,10,2.4559628448586253
1028,10,2.540839315690444
1029,66,2.611925246605183
1030,66,2.918509226976149
1031,2,2.849886026609492
1032,2,2.6467951414478743
1033,27,2.749821360770839
1034,58,3.0571302444840356
1035,58,3.0788566564600695
1036,58,2.8108037598656512
1037,58,3.042548027352669
1038,53,2.3912672807175963
1039,53,2.5173018576733655
1040,53,2.58435483274391
1041,53,2.711799909732257
1042,53,2.834968590488042
1043,53,2.567943889817465
1044,31,2.7882198142175563
1045,31,3.013077209365372
1046,31,2.977599585910518
1047,67,2.709124754341803
1048,67,2.5455918316646704
1049,67,2.4828171078256083
1050,67,2.3893593420828516
1051,34,2.5591841997678517
1052,34,2.8977285394498944
1053,1,2.8436236124240315
1054,1,2.9082171727701587
1055,34,2.686242551638734
1056,34,2.538508293589591
1057,34,3.1412401687114553
1058,34,2.5640375509358653
1059,34,2.476454931111131
1060,34,2.467550927961145
1061,20,2.7712256651010128
1062,20,2.591938692902293
1063,22,2.572702585383589
1064,22,2.671119494219777
1065,42,2.4202038831256156
1066,42,2.6088642225556242
1067,64,2.9240808652267423
1068,64,2.676107346534407
1069,64,2.5898285172026965
1070,76,2.778430813891178
1071,76,2.8354932748055157
1072,76,2.8000638214292564
1073,76,2.9900636897845
1074,54,2.686299032991971
1075,54,2.9714729870952907
1076,72,2.9249692028601193
1077,72,2.7669192675620264
1078,72,2.737124365572126
1079,72,2.8569547334166843
1080,73,2.7653462225554755
1081,73,2.6025088041549895
1082,85,2.7857560832571933
1083,85,2.6592644949655813
1084,78,2.127275126999444
1085,93,2.792071245711923
1086,90,2.603204559687806
1087,90,3.084593588868725
1088,69,2.112094252396679
1089,14,2.5337502179906117
1090,69,2.171375830953322
1091,41,2.9208153874806646
1092,41,2.5880016026205173
1093,41,2.857287110756805
1094,41,2.710934995624759
1095,61,2.9668875996353314
1096,0,2.7144088189278825
1097,35,2.7682064231850494
1098,24,2.381324731381079
1099,24,2.6359567749135175
1100,24,2.9585864426733797
1101,24,2.8244908886932425
