NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1315,5.167683816549235 -37.64021521211836 28.269917081448117,53,0,740.6276067621747,2
1383,18.759126067307662 -51.182751065165995 50.96275605373318,56,1,863.9453636133039,2
1400,18.393038347323735 -33.858058761035714 48.315288482688835,39,2,469.15144115232874,2
1413,13.866612098849952 -23.975675506518847 44.53317285410886,31,3,424.4969310402091,2
1459,15.001094739944483 26.7051060331277 59.283669291585035,53,4,566.1027609586487,2
1474,15.001023916634416 42.590143382749446 55.123340284544284,76,5,1084.0532673813198,2
1482,-0.12749935463213444 23.679331759454797 56.636189246804186,60,6,834.839522622041,2
1505,31.325452113282658 -5.064878699681087 53.610334188924526,58,7,860.9502632112284,2
1590,25.225011077897467 32.75664989288374 30.16110425550509,106,8,1307.3010964839136,2
1601,23.76074657990792 76.62962051248212 14.276175963378044,57,9,695.7776929510361,2
1619,21.44276826706883 50.91097609065216 20.327564442600696,61,10,819.6783352840954,2
1637,24.492967220678445 44.85949463077796 44.53330375835297,71,11,893.1726584224265,2
1663,23.27262102425464 92.51469404480608 -5.769181675996194,38,12,513.2717179379242,2
1679,7.4363398607836935 91.00183500067905 -32.24419812053037,73,13,1030.9959777871609,2
1785,47.55226046346233 -61.064982826389475 30.16084275719492,90,14,1138.4452109110052,3
1860,41.45201407826178 -55.69680790529407 37.346952749083314,49,15,675.5215460282801,3
1884,38.03586786104815 -55.69681175564956 33.18659570862279,61,16,856.5607499624884,3
1892,50.23626071818827 -36.78600186931941 26.37874092248006,71,17,1062.8984930162392,3
1899,45.23406838312436 -39.8361321496875 22.974811610742908,68,18,868.6579008323922,3
1904,58.166538140649635 -16.411205379653673 44.911301911587444,127,19,1828.247612396437,3
1919,36.20566976043982 -30.075779041644545 21.461994250837325,29,20,412.7483366963662,3
1967,61.46052642074487 6.281762794843359 20.327373707399456,30,21,359.4154489870078,3
1975,39.6217440414975 1.7674363377371443 48.31532073353198,38,22,426.88064470193444,3
1984,41.085825016039294 -12.629099754598187 35.45597644220684,126,23,1928.38694232468,3
2067,48.64983937194684 53.93679560079606 22.596798231228636,59,24,810.6059876819751,3
2085,47.55194734062608 14.602436803001114 21.08385250488189,34,25,537.4101812737803,3
2088,48.649988095648794 25.192419247163254 39.23819488096531,36,26,469.01562187296565,3
2096,42.6718055706365 15.358793312515843 45.28962503671007,84,27,1227.0182915346659,3
2115,67.56061731131886 13.089780439289596 -34.8920141760034,62,28,664.1682661154073,3
2144,58.8983927175725 -10.31080752209251 -23.16738404199329,46,29,721.078320965498,3
2232,42.67194438229255 -54.964661139183605 -13.712071878050176,68,30,922.5498513589284,3
2246,67.19487325133828 -46.668228962915705 -17.872473305375493,42,31,560.7503869577874,3
2297,65.36488563235248 -48.986400889263955 15.78866028009919,39,32,583.8591780475405,3
2309,44.50212662046858 -76.92554937292036 -2.743890578913922,65,33,912.8749262573247,3
2321,58.16661360059366 -67.04309383849566 -8.417123919982146,104,34,1354.9303242897495,3
2340,30.105481964180708 -30.807883181731665 44.154904162266526,53,35,725.0024505814176,3
2347,61.09465647309944 -20.925355765397477 37.346986657769904,38,36,478.8174347387466,3
2429,39.62168195666561 8.550941230274411 32.430308008688336,45,37,540.9660796206502,3
2442,35.8394664603966 26.7052419405665 34.69964577666822,48,38,518.5327805093234,3
2456,39.987613872884815 32.75668996545391 37.725371753571544,58,39,688.6318416526141,3
2478,52.431912831872864 44.859766079578286 -28.0840387438427,43,40,484.1241882768586,3
2506,43.40358038228796 60.744672972054396 11.250376494062488,70,41,953.6831231035542,3
2535,38.401263114677896 83.43758205444004 -2.3653010514754143,57,42,768.1470762139055,3
2572,-33.41066199321561 30.48728985448197 -39.80854291372883,105,43,1302.0210628321718,4
2656,-66.69333044768584 -17.14359574172242 -8.79494535484808,38,44,678.702679251893,4
2667,-42.487553984690585 -19.461602385332313 -5.3910702983703045,69,45,840.2884678372282,4
2735,-55.34664220514179 -63.26143542358498 16.167114932063818,45,46,673.1113179636473,4
2746,-59.1288480893881 -60.333295058800715 -2.3654044389926754,35,47,419.6485094127443,4
2768,-35.67944793999863 -51.91497003858061 42.642147766230956,34,48,526.7473794805709,4
2784,-34.54478031347681 -62.52936866403644 34.321389494380036,66,49,765.3873249122261,4
2825,-52.69929377706486 -18.729678772040494 24.1097231528696,48,50,629.8847427114212,4
2840,-41.35276573302088 -30.80814677507182 38.481840985464764,72,51,1016.3544554652798,4
2859,-31.51918352377759 -36.786312945444365 24.10963472285145,44,52,565.6766308593994,4
2864,-42.109372660574365 -8.115159373777022 -1.6088953590126491,38,53,539.5535384842934,4
2892,-72.7447963022832 5.524819024420352 18.05838417758543,45,54,630.0013079225937,4
2928,-49.67360868200573 2.4991267084178297 45.289804512260055,41,55,629.807533438814,4
2980,-45.891374275977455 -16.41161717616388 49.07190150560346,33,56,431.0322190360886,4
2988,-41.352790681575264 -16.411606431803524 52.09761531202108,32,57,522.2509512516833,4
2994,-32.27563831813849 -20.92572452638977 40.7511311190262,37,58,593.6822721012709,4
3005,-42.48774960162037 26.705046246122723 -12.95526606968556,61,59,736.9495332169272,4
3042,-58.7510262844928 50.15425598523219 12.007013062507161,68,60,900.0341270758491,4
3104,-48.161099214830124 64.52650267706163 -4.634438372024299,78,61,1137.2488447462308,4
3164,-72.36664452059804 -5.065094196131357 -28.84030043890811,27,62,483.29244755657226,4
3182,-74.6357557858878 -39.10449964348117 -7.660331489262739,44,63,684.7500715440165,4
3208,-59.50732265789862 -8.11516453387472 -29.218550666294018,82,64,1098.7080045114485,4
3244,-55.34704231873111 35.78210619107492 8.603038139876949,62,65,891.5177739058591,4
3292,-54.968698999844925 18.38415497747538 36.96912270511121,45,66,623.5703432865988,4
3306,-48.160910248639915 37.29494006572563 32.43057079926153,33,67,392.7652699154296,4
3314,-40.59649418340694 3.9632624650793336 26.37903760999199,84,68,1128.047858347141,4
3325,-38.705442268617645 12.332791536658352 30.917633594411978,30,69,461.21339540528396,4
3340,-45.891576658977236 8.550678597154606 2.1733006481005575,47,70,577.7209614343175,4
3348,-48.160853625205945 3.2312655798220606 -0.8524262494308511,41,71,477.1759137843002,4
3364,-59.129235203410374 14.602174003361688 -45.481747388496856,35,72,406.65442413564574,4
3383,-67.0717124321039 11.576400062473601 -34.891713734216424,58,73,813.8510949737174,4
3409,-10.717991462240379 91.75819733177714 -36.026305854343214,62,74,791.7118184272059,5
3547,-19.416398475658617 6.281370013567362 55.879764946695005,68,75,899.5345389251113,5
3556,-19.416452351582187 20.653537765804007 56.63622597101572,37,76,377.43805437526487,5
3562,-7.31357612234867 7.037901134786397 31.673979518407528,96,77,1218.7902431562286,5
3594,-14.49948961709862 -29.221994816601956 45.667870422787715,146,78,1974.0530225328293,5
3626,-3.153052553575169 -39.1042921233794 22.974922460683203,81,79,1165.9595746250448,5
3631,-19.416283241387045 -37.64031794778428 31.673906301815837,37,80,526.746563395543,5
3648,-9.960810925820052 -54.23297284588202 46.4242325875078,47,81,582.5444212708521,5
3664,-11.473713731656353 -51.91485089411489 31.29564191463664,69,82,992.3441788363846,5
3712,-24.333405854519683 53.93646568669769 43.777005691780055,114,83,1412.9516985083453,5
3751,-25.467846693247544 -0.5508886118444196 39.99473291503336,61,84,870.4179870975706,5
3760,-25.089686445111923 12.33282802492576 38.10368701105015,95,85,1336.9931821591476,5
3771,-36.81446306025495 37.29498564921136 31.674114179617852,37,86,561.3272626461685,5
3780,-30.384850271217207 42.59004274712777 21.840522385197904,124,87,1618.8815206230138,5
3794,-25.846427576392067 76.62943632016355 10.87235301825993,66,88,824.477641553689,5
3809,-28.493950313672144 74.36016175297775 -0.8523105873586871,109,89,1536.5797437037616,5
3840,5.545883607050081 -64.84716911303013 -25.058460385474447,38,90,554.527598117432,6
3864,10.0845569016958 -84.48995010508096 -17.49421517535255,24,91,314.00964359746797,6
3870,-0.5054610608012204 -85.95404197581587 -19.007054267095562,66,92,841.3971758557892,6
3879,2.142096927217258 -87.54014514539243 1.7947609580794692,32,93,353.8225226544322,6
3892,4.789388205810771 -36.05407836053566 -4.634784191219554,54,94,753.8073795101973,6
3904,21.809162988588433 -65.57916866669356 -11.442759130898999,35,95,457.64199438244265,6
3942,8.571761802547622 -78.38980262032486 21.84016224776917,61,96,843.8162795781363,6
3959,29.73954097750966 -67.89728156996262 12.762977571424486,48,97,744.2710145914918,6
3964,35.10773563567965 -70.82534981990194 -0.09635078921827946,36,98,652.9098961589092,6
3968,25.957389206757686 -74.60753499068491 0.6600913185448015,32,99,359.3123323720598,6
3984,13.86676143370154 -70.09347629446891 31.67375816338326,61,100,910.3563982355043,6
4003,15.342896976164093 -46.668508641622594 17.301638086128584,52,101,830.4622056589213,6
4009,7.815276318918483 -61.797153452920206 25.62235169788343,48,102,618.8803933339831,6
4018,33.88743577308429 -25.439480887933716 -33.757379520140105,42,103,510.89347394821374,6
4044,25.591251631389646 -64.11504145209756 -35.2703075185435,43,104,619.270934767376,6
4056,53.53033462753951 -58.74671531312846 -36.78322051866968,67,105,812.2329650863107,6
4068,47.55203949953249 -40.568029897618025 -32.62280137224038,40,106,424.76039026246116,6
4074,-14.12148859212086 -21.657510193618762 -36.40476771322709,94,107,1317.0876891849014,7
4128,-3.5313654430280828 -33.858009089475296 -11.442630564732545,53,108,789.0689622784568,7
4157,-16.768808727830738 -47.40062424720415 1.4166790312597173,37,109,515.3565844195317,7
4170,-20.172708280612458 -57.28303028631936 0.6602344099577201,32,110,455.93708264077776,7
4189,-12.230061560239966 -82.17201753371792 15.788760730267152,74,111,911.0990385825656,7
4222,-3.9093396616849714 -73.14365745287908 27.891641010825545,98,112,1386.2512374523133,7
4240,-33.41017542753332 -70.82561991331464 2.1730938740925807,78,113,1177.9341181800037,7
4255,-20.929088195549785 -61.06521533319049 15.788827855363206,65,114,972.5251930363673,7
4269,-9.960875370677323 -76.19369454833237 -19.763440814484266,58,115,786.4021717232511,7
4276,1.7637659178383804 -67.89732508582635 -15.981298200110928,102,116,1036.1443572173544,7
4304,-32.27563024842045 -69.36146464162873 -38.674124790740414,55,117,718.8858116529502,7
4324,-39.839860217478595 -76.92583385810028 -21.27623472665259,51,118,702.9651169781723,7
4331,-53.455721532257535 -48.9867634008113 -27.327582249146786,38,119,594.8186035300669,7
1140,25.0 -74.0 -36.0,203,120,2639.0640805709777,8
1145,-25.0 -74.0 -34.0,203,121,2716.657586035206,8
1150,28.0 -55.0 -48.0,107,122,1584.6328147791205,8
1155,-28.0 -55.0 -48.0,107,123,1497.4429917293871,8
1212,32.0 -40.0 -60.0,107,124,1719.8760397952356,8
1217,-30.0 -48.0 -60.0,107,125,1484.4724225915702,8
1162,-3.1 -16.3 -58.5,17,126,110.95916959565754,9
1165,1.6 -15.7 -57.2,17,127,91.37036941982801,9
1168,-6.1 -14.0 -50.4,17,128,90.51639866640559,9
1171,2.2 -12.8 -51.7,17,129,96.51254610960162,9
1174,-8.2 -10.9 -48.2,17,130,92.08038738352154,9
1177,2.39 -9.2 -48.9,17,131,98.3209637093395,9
1180,-8.8 -5.81 -46.1,17,132,108.92692214803913,9
1183,2.7 -3.2 -46.6,17,133,106.4394586621768,9
1186,-8.4 -0.6 -40.7,17,134,95.26192001092204,9
1189,0.3 1.3 -41.3,17,135,82.7320109194772,9
1192,-6.8 3.0 -34.6,17,136,88.36775286128596,9
1195,-3.0 1.4 -34.0,17,137,95.69014696203425,9
